m/z	Intensity
290.99957	85425.00000
291.00018	129447.00000
291.00079	103141.00000
291.00143	51103.00000
291.00204	8759.00000
291.12579	4941.00000
291.12643	184023.00000
291.12704	322504.00000
291.12766	845759.00000
291.12827	1421511.00000
291.12891	2399794.00000
291.12952	3468075.00000
291.13013	4777146.00000
291.13077	3782121.00000
291.13138	2212112.00000
291.13199	1091380.00000
291.13260	578020.00000
291.13324	15053.00000
291.31210	6159.00000
292.11377	47538.00000
292.11499	24907.00000
292.13110	8249.00000
292.13174	139655.00000
292.13235	435009.00000
292.13297	604708.00000
292.13361	813926.00000
292.13422	584378.00000
292.13483	272962.00000
292.13547	80742.00000
292.13608	41728.00000
292.13669	53014.00000
292.13733	136838.00000
292.13794	97917.00000
292.13855	61496.00000
293.14252	6796.00000
293.14313	44347.00000
293.14377	489440.00000
293.14438	821620.00000
293.14499	1274668.00000
293.14563	1642662.00000
293.14624	1630463.00000
293.14685	962778.00000
293.14749	505566.00000
293.14810	90018.00000
293.14871	4845.00000
294.06671	30426.00000
294.06732	47950.00000
294.06796	32413.00000
294.06857	13779.00000
294.08911	5897.00000
294.08972	7900.00000
294.09033	26613.00000
294.09097	382991.00000
294.09158	758503.00000
294.09219	1467794.00000
294.09283	2094202.00000
294.09344	2947659.00000
294.09409	2469921.00000
294.09470	1512655.00000
294.09531	747734.00000
294.09595	284223.00000
294.09656	6995.00000
294.14819	9397.00000
294.14880	20732.00000
294.14944	34993.00000
294.15005	9279.00000
294.15131	2051.00000
294.15256	2689.00000
294.15317	3037.00000
294.18924	2589.00000
294.21414	9639.00000
295.09576	31951.00000
295.09641	15450.00000
295.09702	96362.00000
295.09766	8198.00000
295.09827	5618.00000
295.09888	3023.00000
295.16058	63824.00000
295.16119	87815.00000
295.16183	97205.00000
295.16245	21086.00000
295.16309	3292.00000
295.47849	9959.00000
296.26334	8362.00000
297.11554	11050.00000
297.11615	11345.00000
297.11679	10358.00000
297.11740	9024.00000
299.37686	10794.00000
299.37750	6065.00000
299.64365	3699.00000
300.20837	5068.00000
300.20963	24630.00000
300.24860	6058.00000
300.70883	8046.00000
301.05740	17783.00000
301.05801	21779.00000
301.05865	50724.00000
301.05930	25408.00000
301.05991	25418.00000
303.07343	8375.00000
303.07407	9451.00000
303.36902	9596.00000
304.17062	21835.00000
304.17126	46494.00000
304.17191	105485.00000
304.17252	71203.00000
304.17316	6736.00000
305.10822	16412.00000
305.10886	15446.00000
305.10950	54631.00000
305.11014	50319.00000
305.11078	35330.00000
305.61658	15606.00000
306.09360	5172.00000
307.12378	21652.00000
307.12442	162729.00000
307.12503	309512.00000
307.12567	345916.00000
307.12631	176614.00000
307.12695	37808.00000
307.12759	6879.00000
307.53900	6492.00000
308.10855	25799.00000
308.10919	40941.00000
308.12766	15379.00000
308.12830	14926.00000
309.08026	20007.00000
309.08090	29700.00000
309.08154	33562.00000
310.08798	10482.00000
310.08862	10754.00000
311.09351	9606.00000
311.09415	125362.00000
311.09479	727070.00000
311.09543	1284836.00000
311.09607	2069473.00000
311.09671	2727520.00000
311.09735	3547437.00000
311.09799	2616529.00000
311.09863	1514613.00000
311.09927	774016.00000
311.09991	285044.00000
311.10056	20821.00000
311.78995	4612.00000
312.09875	36693.00000
312.09940	130078.00000
312.10004	215258.00000
312.10068	291113.00000
312.10132	257345.00000
312.10196	92747.00000
312.10260	110011.00000
312.10324	46978.00000
312.10388	53923.00000
312.10452	57296.00000
312.10516	102219.00000
312.10580	62863.00000
312.10645	8940.00000
313.10880	41612.00000
313.10944	372733.00000
313.11008	900249.00000
313.11072	1938786.00000
313.11136	2989842.00000
313.11200	5206653.00000
313.11264	7339671.00000
313.11328	8291644.00000
313.11392	4874199.00000
313.11456	2628630.00000
313.11520	1528843.00000
313.11588	742848.00000
313.11652	25426.00000
313.28470	27670.00000
313.28534	59300.00000
313.28598	17002.00000
313.28662	12994.00000
313.99963	8857.00000
314.00027	7485.00000
314.11343	49908.00000
314.11407	285655.00000
314.11472	661723.00000
314.11536	1310187.00000
314.11600	1667172.00000
314.11664	1963307.00000
314.11728	1280622.00000
314.11792	694705.00000
314.11856	324390.00000
314.11920	51239.00000
315.09131	4474.00000
315.09195	283494.00000
315.09262	756260.00000
315.09326	1480906.00000
315.09390	2057420.00000
315.09454	3061538.00000
315.09518	2804361.00000
315.09583	1753063.00000
315.09647	948330.00000
315.09711	567262.00000
315.09775	3819.00000
315.12610	20180.00000
315.12674	141309.00000
315.12738	293782.00000
315.12802	614134.00000
315.12866	772003.00000
315.12930	730290.00000
315.12994	238270.00000
315.13058	86156.00000
315.13123	5540.00000
316.09653	90920.00000
316.09717	257703.00000
316.09781	331377.00000
316.09848	335513.00000
316.09912	156417.00000
316.09976	104147.00000
316.10040	104379.00000
316.10104	95488.00000
316.10168	174635.00000
316.10233	172110.00000
316.10297	105225.00000
316.10364	85968.00000
316.10428	9725.00000
316.17908	16597.00000
316.17972	52925.00000
316.18036	42591.00000
316.18103	13310.00000
316.18167	7135.00000
316.33713	336724.00000
316.33777	594205.00000
316.33841	1142725.00000
316.33905	1550204.00000
316.33969	1763595.00000
316.34033	1010030.00000
316.34097	451849.00000
316.34164	49263.00000
317.08463	28137.00000
317.08527	33959.00000
317.08591	23454.00000
317.10657	38213.00000
317.10721	414464.00000
317.10788	967382.00000
317.10852	1599139.00000
317.10916	2803810.00000
317.10980	4008961.00000
317.11044	5586070.00000
317.11108	4486416.00000
317.11176	2537916.00000
317.11240	1385926.00000
317.11304	891945.00000
317.11368	105431.00000
317.34174	29869.00000
317.34238	13494.00000
317.34302	21557.00000
318.09106	25219.00000
318.09171	142899.00000
318.09235	466717.00000
318.09299	950476.00000
318.09366	1213202.00000
318.09430	1722129.00000
318.09494	1468096.00000
318.09558	921513.00000
318.09622	364966.00000
318.09689	142814.00000
318.11111	36317.00000
318.11176	245921.00000
318.11240	576365.00000
318.11307	825160.00000
318.11371	1307019.00000
318.11435	1171971.00000
318.11499	836600.00000
318.11563	447580.00000
318.11630	524982.00000
318.11694	610209.00000
318.11758	871062.00000
318.11823	931799.00000
318.11887	796406.00000
318.11954	313396.00000
318.12018	144128.00000
318.12082	43983.00000
319.09781	59251.00000
319.09845	39468.00000
319.09973	22173.00000
319.12308	23395.00000
319.12372	321457.00000
319.12436	559058.00000
319.12500	1059853.00000
319.12567	1466908.00000
319.12631	1760509.00000
319.12695	1136189.00000
319.12759	638264.00000
319.12827	209736.00000
319.12891	16471.00000
320.10938	22462.00000
320.11002	28366.00000
320.11069	20041.00000
320.12885	29075.00000
321.62000	4870.00000
324.28665	12169.00000
324.28729	9913.00000
324.56693	5549.00000
324.56757	7093.00000
324.68390	7723.00000
324.68457	5935.00000
324.83032	10298.00000
324.83163	17174.00000
325.32016	9472.00000
325.32080	6894.00000
325.95636	13466.00000
325.95703	37851.00000
325.95767	76175.00000
325.95834	68041.00000
325.95898	19093.00000
325.95966	15799.00000
326.31009	6192.00000
327.06992	9267.00000
327.07059	21277.00000
327.07123	15023.00000
327.07190	11363.00000
327.07254	33183.00000
328.06711	32525.00000
328.06778	81131.00000
328.06842	180472.00000
328.06909	552105.00000
328.06973	710561.00000
328.07040	1034587.00000
328.07104	1029867.00000
328.07172	706903.00000
328.07236	412636.00000
328.07303	241711.00000
328.07367	48713.00000
328.11115	18690.00000
329.07175	24292.00000
329.07239	18691.00000
329.07306	13965.00000
329.07373	70603.00000
329.07437	73428.00000
329.07504	65078.00000
329.07568	28660.00000
329.07635	75876.00000
329.07700	125721.00000
329.07767	210180.00000
329.07834	198214.00000
329.07898	206696.00000
329.07965	117135.00000
329.08029	54844.00000
329.08490	24006.00000
329.08557	153525.00000
329.08621	316391.00000
329.08688	561955.00000
329.08752	736418.00000
329.08820	632995.00000
329.08887	229531.00000
329.08951	73918.00000
329.09018	11991.00000
329.10727	8490.00000
329.10794	16294.00000
329.10858	16842.00000
329.10925	21883.00000
330.09042	11371.00000
330.09109	15877.00000
330.09174	55372.00000
330.09241	31341.00000
330.09308	12061.00000
331.08890	4069.00000
331.08957	25725.00000
331.09024	24939.00000
331.12125	5303.00000
331.12192	3145.00000
331.12256	13741.00000
331.12323	41380.00000
331.12390	53675.00000
331.12454	45031.00000
331.12521	7191.00000
331.14435	11872.00000
332.09882	5186.00000
332.10806	5794.00000
332.10873	19194.00000
333.07782	5532.00000
333.07849	26654.00000
333.07913	60811.00000
333.07980	86777.00000
333.08047	37179.00000
333.08112	14787.00000
333.10165	36531.00000
333.10233	477704.00000
333.10297	989940.00000
333.10364	2159290.00000
333.10431	3346705.00000
333.10495	5744538.00000
333.10562	8403621.00000
333.10629	9972850.00000
333.10693	6291326.00000
333.10760	3293002.00000
333.10828	1878692.00000
333.10895	1163958.00000
333.10959	248331.00000
333.20425	5509.00000
333.20493	58249.00000
333.20560	365292.00000
333.20627	583743.00000
333.20691	735073.00000
333.20758	621035.00000
333.20825	421630.00000
333.20889	79783.00000
334.01120	11604.00000
334.10599	27365.00000
334.10666	266173.00000
334.10733	650576.00000
334.10800	1226727.00000
334.10864	1663374.00000
334.10931	2294367.00000
334.10999	1989893.00000
334.11063	1344072.00000
334.11130	923386.00000
334.11197	1120130.00000
334.11264	1224148.00000
334.11328	1758395.00000
334.11395	1821783.00000
334.11462	1586487.00000
334.11526	835840.00000
334.11594	443449.00000
334.11661	10195.00000
334.11728	6662.00000
335.09259	34323.00000
335.09326	231682.00000
335.09393	1011524.00000
335.09460	1380610.00000
335.09525	2108670.00000
335.09592	2362080.00000
335.09659	2034719.00000
335.09726	1045631.00000
335.09790	560454.00000
335.09857	92506.00000
335.11121	33920.00000
335.11185	23834.00000
335.11252	48693.00000
335.11386	18385.00000
335.11517	13469.00000
335.11584	22932.00000
335.11652	86257.00000
335.11716	400343.00000
335.11783	1084179.00000
335.11850	1404178.00000
335.11917	3109119.00000
335.11981	5544175.00000
335.12048	10007756.00000
335.12115	15207224.00000
335.12183	20921173.00000
335.12247	15652178.00000
335.12314	8172941.00000
335.12381	3881152.00000
335.12448	2336029.00000
335.12512	1018367.00000
335.12579	359268.00000
335.12979	10861.00000
335.34961	4745.00000
335.81805	4596.00000
336.09729	45630.00000
336.09796	91198.00000
336.09860	144734.00000
336.09927	142080.00000
336.09995	53661.00000
336.10062	17106.00000
336.10129	12204.00000
336.12122	106102.00000
336.12189	276307.00000
336.12256	963801.00000
336.12323	1555107.00000
336.12387	2510283.00000
336.12454	3521176.00000
336.12521	4774362.00000
336.12589	3752239.00000
336.12656	2234487.00000
336.12720	1432062.00000
336.12787	1319291.00000
336.12854	1142912.00000
336.12921	1352662.00000
336.12985	1329768.00000
336.13052	975370.00000
336.13120	483534.00000
336.13187	198878.00000
337.12610	64106.00000
337.12677	177275.00000
337.12744	293436.00000
337.12811	274712.00000
337.12878	284603.00000
337.12946	64393.00000
337.13010	11601.00000
337.13077	4637.00000
337.13144	3540.00000
337.13211	6692.00000
337.13278	44884.00000
337.13342	100371.00000
337.13409	369359.00000
337.13477	748733.00000
337.13544	1522111.00000
337.13611	2044110.00000
337.13678	3334976.00000
337.13742	4183340.00000
337.13809	3814707.00000
337.13876	2109503.00000
337.13943	1341825.00000
337.14011	648954.00000
337.14078	58758.00000
337.29797	10763.00000
338.13852	70827.00000
338.13916	329871.00000
338.13983	514293.00000
338.14050	829994.00000
338.14117	873863.00000
338.14185	597388.00000
338.14252	152400.00000
338.14319	53121.00000
338.14383	16279.00000
338.14450	10477.00000
338.14517	14480.00000
338.15250	5939.00000
338.15317	7198.00000
338.15384	11676.00000
339.09097	136364.00000
339.09164	398559.00000
339.09229	947405.00000
339.09296	1247781.00000
339.09363	1250268.00000
339.09430	594374.00000
339.09497	347460.00000
339.09564	53002.00000
339.15173	5268.00000
339.15240	28490.00000
339.15308	9001.00000
339.15375	16063.00000
340.71396	8427.00000
341.10843	14032.00000
341.10907	49730.00000
341.10974	47710.00000
341.49841	6526.00000
341.51450	5340.00000
343.08951	54817.00000
343.09021	91021.00000
343.09088	95242.00000
343.09155	24566.00000
344.04153	20492.00000
344.04221	31098.00000
344.04288	51049.00000
344.04355	67077.00000
344.04422	59118.00000
344.04489	42130.00000
344.04556	16863.00000
344.09738	56372.00000
344.09805	88531.00000
344.09872	103020.00000
344.09940	78375.00000
344.10007	48867.00000
345.08109	51570.00000
345.08176	75824.00000
345.08243	86163.00000
345.08310	49275.00000
345.10400	12262.00000
345.10468	228654.00000
345.10535	345822.00000
345.10602	583799.00000
345.10669	478510.00000
345.10736	326970.00000
345.10803	15299.00000
346.05878	8043.00000
346.05945	8335.00000
346.07971	85042.00000
346.08038	240525.00000
346.08105	408991.00000
346.08173	460810.00000
346.08240	485094.00000
346.08307	224398.00000
346.08374	133733.00000
346.08441	43662.00000
346.08914	37097.00000
346.08981	46566.00000
346.09048	68956.00000
346.09119	40691.00000
346.32333	7391.00000
346.32401	8200.00000
346.32468	6819.00000
346.32535	5943.00000
346.50562	20057.00000
347.08719	10618.00000
347.08786	18424.00000
347.08853	17766.00000
347.08923	22740.00000
347.08990	64089.00000
347.09058	39228.00000
347.09125	25403.00000
347.12234	6762.00000
349.09979	9926.00000
349.10046	9019.00000
350.42529	9288.00000
350.43210	7746.00000
350.43277	5136.00000
351.03802	14041.00000
351.05975	26715.00000
351.06046	27220.00000
351.06113	72863.00000
351.06180	56519.00000
351.06247	7911.00000
351.06317	7747.00000
351.06793	22729.00000
351.06860	26570.00000
351.06927	74776.00000
351.06995	101525.00000
351.07065	97476.00000
351.07132	30432.00000
351.07199	16385.00000
351.11685	5961.00000
351.11752	28808.00000
351.11823	21221.00000
351.56149	11616.00000
352.07312	12619.00000
352.07379	11883.00000
352.07446	29470.00000
352.07516	14584.00000
352.07584	14313.00000
352.07651	8921.00000
353.17517	40275.00000
353.17584	34986.00000
353.17654	117371.00000
353.17722	95083.00000
353.17789	84497.00000
353.40833	18423.00000
353.40903	14270.00000
355.08502	10753.00000
355.08569	94615.00000
355.08640	877899.00000
355.08707	1252655.00000
355.08774	1972919.00000
355.08844	2642756.00000
355.08911	3081635.00000
355.08981	2098140.00000
355.09048	1301493.00000
355.09116	670476.00000
355.09186	38763.00000
356.06583	38281.00000
356.06650	64474.00000
356.06720	80586.00000
356.06787	40541.00000
356.09045	46348.00000
356.09116	77587.00000
356.09183	222704.00000
356.09253	318335.00000
356.09320	226103.00000
356.09387	66150.00000
356.09457	93280.00000
356.09732	21897.00000
357.07608	12296.00000
357.07678	34043.00000
357.07745	56690.00000
357.07816	102713.00000
357.07883	89005.00000
357.07950	81576.00000
357.08020	49117.00000
357.08087	15307.00000
357.10007	235873.00000
357.10077	872914.00000
357.10144	1692481.00000
357.10214	2909018.00000
357.10281	5650488.00000
357.10352	8340098.00000
357.10419	13834287.00000
357.10486	14669484.00000
357.10556	10147958.00000
357.10623	4560443.00000
357.10693	2806100.00000
357.10760	1497612.00000
357.10831	516332.00000
357.10898	18939.00000
357.10968	17948.00000
358.10425	80088.00000
358.10495	432874.00000
358.10562	1203059.00000
358.10632	1763953.00000
358.10699	2651401.00000
358.10770	3407434.00000
358.10837	3694198.00000
358.10907	2278204.00000
358.10974	1480622.00000
358.11044	1006809.00000
358.11111	251490.00000
359.08371	3719.00000
359.08441	42579.00000
359.08508	220326.00000
359.08578	286761.00000
359.08646	285807.00000
359.08716	137941.00000
359.08783	49015.00000
359.10983	14058.00000
359.11053	55049.00000
359.11121	65614.00000
359.11191	22268.00000
359.11258	11709.00000
359.11740	45164.00000
359.11807	256546.00000
359.11877	727122.00000
359.11948	1300255.00000
359.12015	1537322.00000
359.12085	1462174.00000
359.12152	710052.00000
359.12222	295787.00000
359.12289	18196.00000
360.03836	7654.00000
360.09274	26663.00000
360.09344	41078.00000
360.09412	29489.00000
360.12302	19686.00000
361.07425	54577.00000
361.07492	125112.00000
361.07562	228690.00000
361.07629	216115.00000
361.07700	121447.00000
361.07770	28058.00000
361.09766	240810.00000
361.09836	541676.00000
361.09906	1293790.00000
361.09973	2210809.00000
361.10043	3930622.00000
361.10110	5750857.00000
361.10181	8821396.00000
361.10251	8229163.00000
361.10318	5360604.00000
361.10388	2624360.00000
361.10455	1592631.00000
361.10526	736183.00000
361.10596	144815.00000
361.10663	16804.00000
362.08398	248928.00000
362.08469	413513.00000
362.08536	722408.00000
362.08606	862355.00000
362.08673	784229.00000
362.08743	258518.00000
362.08813	110335.00000
362.10193	26354.00000
362.10263	328554.00000
362.10330	692039.00000
362.10400	1067283.00000
362.10468	1838304.00000
362.10538	2218930.00000
362.10608	2053674.00000
362.10675	1200468.00000
362.10745	831894.00000
362.10815	566728.00000
362.10883	637992.00000
362.10953	575083.00000
362.11020	497430.00000
362.11090	233460.00000
362.11160	88391.00000
362.35184	5822.00000
362.47751	4718.00000
363.08893	39687.00000
363.10620	18182.00000
363.10687	18893.00000
363.10757	17236.00000
363.10828	19691.00000
363.10895	36118.00000
363.10965	27140.00000
363.11035	12848.00000
363.11310	26062.00000
363.11380	149758.00000
363.11450	463229.00000
363.11517	835021.00000
363.11588	1397499.00000
363.11658	1888786.00000
363.11725	2961798.00000
363.11795	3206132.00000
363.11865	2533153.00000
363.11932	1384509.00000
363.12003	869013.00000
363.12070	260419.00000
363.12692	5461.00000
363.50372	6336.00000
363.50443	4849.00000
364.11948	131786.00000
364.12015	298948.00000
364.12085	481103.00000
364.12155	440426.00000
364.12222	260449.00000
364.12292	71803.00000
364.12363	15849.00000
367.55011	6572.00000
370.30484	5132.00000
370.51495	3616.00000
371.06183	21353.00000
371.06253	26031.00000
372.05887	12456.00000
372.05957	98745.00000
372.06024	278572.00000
372.06094	392229.00000
372.06165	621883.00000
372.06235	682335.00000
372.06305	644505.00000
372.06375	315599.00000
372.06445	151208.00000
372.06516	26008.00000
373.06491	7731.00000
373.06561	47430.00000
373.06631	179279.00000
373.06702	365307.00000
373.06772	538891.00000
373.06842	904448.00000
373.06912	1139240.00000
373.06982	1671629.00000
373.07053	1740780.00000
373.07123	1248934.00000
373.07193	640144.00000
373.07263	437676.00000
373.07333	66964.00000
373.07404	12914.00000
373.07544	33468.00000
373.07614	107397.00000
373.07684	605915.00000
373.07755	1042085.00000
373.07822	1662301.00000
373.07892	2017894.00000
373.07962	2000125.00000
373.08032	1260319.00000
373.08102	812830.00000
373.08173	265313.00000
373.08243	23200.00000
373.39355	6168.00000
374.07095	6539.00000
374.07162	108083.00000
374.07233	208635.00000
374.07303	305819.00000
374.07373	434751.00000
374.07443	257609.00000
374.07513	197100.00000
374.07584	138378.00000
374.07654	103734.00000
374.07724	138232.00000
374.07794	139483.00000
374.07864	114698.00000
374.07935	65864.00000
374.08005	56407.00000
374.08075	145173.00000
374.08145	172501.00000
374.08215	186082.00000
374.08286	107046.00000
374.08356	33507.00000
374.08426	11523.00000
375.08252	13153.00000
375.08392	15732.00000
375.08463	13099.00000
375.08533	10956.00000
375.08603	14130.00000
375.08673	11269.00000
375.11414	13017.00000
375.11484	7404.00000
375.11554	22666.00000
375.11624	11856.00000
376.09760	7249.00000
376.09830	41765.00000
376.09900	50433.00000
376.09970	94356.00000
376.10040	51362.00000
376.10110	21083.00000
376.71051	5328.00000
376.71124	6721.00000
377.06964	77217.00000
377.07034	282763.00000
377.07104	567978.00000
377.07178	524078.00000
377.07248	407991.00000
377.07318	73265.00000
377.07388	11674.00000
377.09360	19729.00000
377.09430	56990.00000
377.09500	393747.00000
377.09570	879922.00000
377.09641	1469234.00000
377.09711	1810518.00000
377.09784	2088563.00000
377.09854	1521483.00000
377.09924	908230.00000
377.09995	351908.00000
377.10065	45227.00000
377.41626	7865.00000
378.09940	28027.00000
378.10010	76846.00000
378.10080	111918.00000
378.10150	119737.00000
378.10220	38478.00000
378.10361	11558.00000
378.10434	14809.00000
378.10504	14061.00000
378.10574	50539.00000
378.10645	13739.00000
378.10715	12758.00000
379.08322	97112.00000
379.08392	641567.00000
379.08463	1184831.00000
379.08533	2227681.00000
379.08603	3083718.00000
379.08673	4995762.00000
379.08746	5899456.00000
379.08817	5060715.00000
379.08887	2642236.00000
379.08957	1690551.00000
379.09027	813676.00000
379.09097	99772.00000
379.10794	410902.00000
379.10864	1114149.00000
379.10934	2518318.00000
379.11005	5526607.00000
379.11075	15603082.00000
379.11145	26519630.00000
379.11215	47014640.00000
379.11288	71051726.00000
379.11359	87288471.00000
379.11429	58797412.00000
379.11499	29308532.00000
379.11569	14489975.00000
379.11639	8216632.00000
379.11710	2977589.00000
379.11783	1562119.00000
379.11853	694919.00000
379.11923	224622.00000
379.11993	106930.00000
379.12064	89674.00000
379.12134	35685.00000
379.12204	18352.00000
380.06549	12970.00000
380.06619	12064.00000
380.08740	10650.00000
380.08810	99738.00000
380.08881	553992.00000
380.08954	940061.00000
380.09024	1256487.00000
380.09094	1300748.00000
380.09164	965427.00000
380.09235	317940.00000
380.09308	156566.00000
380.10861	260103.00000
380.10931	468969.00000
380.11005	646314.00000
380.11075	569670.00000
380.11145	632100.00000
380.11215	666455.00000
380.11285	1232613.00000
380.11359	2042784.00000
380.11429	4561567.00000
380.11499	6943965.00000
380.11569	12028116.00000
380.11639	16892809.00000
380.11710	19095710.00000
380.11783	12197452.00000
380.11853	6605514.00000
380.11923	3543757.00000
380.11993	2334004.00000
380.12064	1597088.00000
380.12134	1346962.00000
380.12207	717299.00000
380.12277	453038.00000
380.12347	73094.00000
380.12418	18309.00000
381.10071	17417.00000
381.10144	30963.00000
381.10214	61528.00000
381.10284	72517.00000
381.10355	96434.00000
381.10425	14484.00000
381.11417	16537.00000
381.11487	244072.00000
381.11560	547173.00000
381.11630	982953.00000
381.11700	1382511.00000
381.11771	1994265.00000
381.11841	2067635.00000
381.11914	2302847.00000
381.11984	2517680.00000
381.12054	2536734.00000
381.12125	1687635.00000
381.12195	1148757.00000
381.12268	634463.00000
381.12338	233177.00000
381.12408	95283.00000
381.12479	82390.00000
381.12549	234845.00000
381.12622	687114.00000
381.12692	1067189.00000
381.12762	1768386.00000
381.12833	2257902.00000
381.12903	3021556.00000
381.12976	2466338.00000
381.13046	1621103.00000
381.13116	859320.00000
381.13187	446522.00000
381.13257	28619.00000
382.11963	13021.00000
382.12033	45661.00000
382.12106	87654.00000
382.12177	42725.00000
382.12247	54094.00000
382.12317	29959.00000
382.13028	92896.00000
382.13098	191242.00000
382.13168	361407.00000
382.13239	499625.00000
382.13312	368948.00000
382.13382	210473.00000
382.13452	40188.00000
382.13522	18465.00000
383.08099	68610.00000
383.08170	586093.00000
383.08240	1017947.00000
383.08310	1774924.00000
383.08383	2432025.00000
383.08453	3740115.00000
383.08524	3725362.00000
383.08594	2639125.00000
383.08667	1350878.00000
383.08737	876794.00000
383.08807	286940.00000
384.08548	41617.00000
384.08618	329165.00000
384.08691	616696.00000
384.08762	823878.00000
384.08832	872556.00000
384.08902	770902.00000
384.08975	426201.00000
384.09045	237618.00000
385.09912	17453.00000
385.09982	109682.00000
385.10056	230133.00000
385.10126	77955.00000
385.10196	51692.00000
386.03854	5613.00000
386.03998	12010.00000
386.05423	11874.00000
386.05493	15525.00000
386.05566	13905.00000
386.05637	22031.00000
386.05707	20871.00000
386.05780	13450.00000
386.05850	13808.00000
386.14975	10038.00000
386.15045	11208.00000
386.15189	12778.00000
386.15259	13439.00000
387.02835	7222.00000
388.03159	38919.00000
388.03229	54358.00000
388.03302	94980.00000
388.03372	123772.00000
388.03445	207883.00000
388.03516	243197.00000
388.03589	227291.00000
388.03659	147385.00000
388.03729	104987.00000
388.03802	54754.00000
388.03873	10351.00000
389.03610	12783.00000
389.03683	18464.00000
389.03754	24266.00000
389.03827	46881.00000
389.03897	39654.00000
389.03967	41081.00000
389.04041	47418.00000
389.04111	44942.00000
389.04184	8664.00000
389.04254	18274.00000
389.04327	22654.00000
389.04398	7980.00000
389.10480	16985.00000
389.31876	6986.00000
390.04837	12717.00000
390.04910	18859.00000
390.04980	33820.00000
390.05054	46187.00000
390.05124	49434.00000
390.05197	29114.00000
390.05267	17955.00000
390.05341	8824.00000
390.07059	20666.00000
390.07129	102849.00000
390.07202	195899.00000
390.07272	285909.00000
390.07346	440335.00000
390.07416	377950.00000
390.07489	229590.00000
390.07559	84104.00000
390.07632	6856.00000
391.05264	51452.00000
391.05334	117212.00000
391.05408	224395.00000
391.05478	293428.00000
391.05551	423731.00000
391.05621	331244.00000
391.05695	182816.00000
391.05765	89183.00000
391.07559	10002.00000
391.07629	10263.00000
391.07703	17728.00000
391.07773	9596.00000
391.07846	52935.00000
391.07916	144581.00000
391.07990	325333.00000
391.08063	437412.00000
391.08133	492706.00000
391.08206	392595.00000
391.08276	249539.00000
391.08350	96977.00000
391.08420	10404.00000
392.08261	4572.00000
392.08331	6956.00000
392.08405	9852.00000
392.08475	20799.00000
392.42670	15757.00000
392.42743	11637.00000
393.12833	42961.00000
393.12903	65175.00000
393.12976	96073.00000
393.13046	19650.00000
393.13120	14706.00000
393.14413	4039.00000
394.12790	7514.00000
395.04944	21248.00000
395.05014	60720.00000
395.05087	192114.00000
395.05157	284261.00000
395.05231	512956.00000
395.05304	542576.00000
395.05374	525809.00000
395.05447	234290.00000
395.05521	139292.00000
395.05591	23247.00000
395.05664	19767.00000
395.05807	10093.00000
395.05881	61407.00000
395.05951	413504.00000
395.06024	689616.00000
395.06094	1135713.00000
395.06168	1236684.00000
395.06241	1379021.00000
395.06311	835024.00000
395.06384	436572.00000
395.06458	36517.00000
395.15973	4980.00000
395.16046	20224.00000
395.16116	19191.00000
395.16190	7126.00000
395.16263	6828.00000
395.40494	12161.00000
396.05505	22268.00000
396.05576	10699.00000
396.05649	17972.00000
396.05722	21348.00000
396.05792	18997.00000
396.06372	57454.00000
396.06442	21824.00000
396.06516	37954.00000
396.06586	9780.00000
396.06659	10061.00000
396.89716	7165.00000
397.04459	4649.00000
397.04532	43813.00000
397.04605	57813.00000
397.04675	56819.00000
397.17398	3973.00000
397.17471	6351.00000
399.04407	6961.00000
399.04913	24663.00000
399.04987	68128.00000
399.05060	73410.00000
399.05203	12879.00000
399.07812	199786.00000
399.07886	405760.00000
399.07956	765898.00000
399.08029	907926.00000
399.08102	878308.00000
399.08176	344146.00000
399.08246	23195.00000
399.19116	5166.00000
399.19263	8783.00000
399.33469	11623.00000
399.36801	87807.00000
399.36874	41586.00000
399.36948	111627.00000
399.60944	7814.00000
400.03372	6029.00000
400.03445	32563.00000
400.03516	45617.00000
400.03589	72602.00000
400.03662	66744.00000
400.03735	47040.00000
400.03806	22738.00000
400.05475	45213.00000
400.05548	231390.00000
400.05621	438225.00000
400.05695	615160.00000
400.05765	758518.00000
400.05838	935868.00000
400.05911	787852.00000
400.05984	540124.00000
400.06055	245501.00000
400.06128	50356.00000
400.20496	13975.00000
400.20639	3693.00000
401.06018	57771.00000
401.06091	62682.00000
401.06165	95985.00000
401.06238	51610.00000
401.06308	18753.00000
401.06818	8521.00000
401.06891	103770.00000
401.06964	125752.00000
401.07034	150460.00000
401.07108	61378.00000
401.07181	23900.00000
401.07254	14298.00000
401.09070	53807.00000
401.09143	675560.00000
401.09213	1527647.00000
401.09286	2894623.00000
401.09360	6924655.00000
401.09433	10926079.00000
401.09506	19098184.00000
401.09579	26568141.00000
401.09650	29431234.00000
401.09723	17764978.00000
401.09796	9129582.00000
401.09869	4434864.00000
401.09943	2400432.00000
401.10013	1084501.00000
401.10086	307341.00000
401.10159	8366.00000
401.83490	7927.00000
402.09378	17414.00000
402.09451	48148.00000
402.09525	323295.00000
402.09598	757061.00000
402.09671	1604583.00000
402.09741	2388605.00000
402.09814	3940094.00000
402.09888	5510244.00000
402.09961	7193459.00000
402.10034	5491911.00000
402.10107	3286869.00000
402.10178	1833477.00000
402.10251	1223906.00000
402.10324	279252.00000
402.10397	43787.00000
402.10471	20448.00000
402.67661	10388.00000
403.09814	48344.00000
